Time,Source,Destination,source port,dest port,Seq,Time,SSRC
1695711130.422880,10.1.6.3,103.242.182.119,9848,17136,57158,2130761964,0x695F8610
1695711130.443170,10.1.6.3,103.242.182.119,9848,17136,57159,2130762124,0x695F8610
1695711130.463490,10.1.6.3,103.242.182.119,9848,17136,57160,2130762284,0x695F8610
1695711130.482720,10.1.6.3,103.242.182.119,9848,17136,57161,2130762444,0x695F8610
1695711130.503220,10.1.6.3,103.242.182.119,9848,17136,57162,2130762604,0x695F8610
1695711130.523510,10.1.6.3,103.242.182.119,9848,17136,57163,2130762764,0x695F8610
1695711130.542890,10.1.6.3,103.242.182.119,9848,17136,57164,2130762924,0x695F8610
1695711130.563140,10.1.6.3,103.242.182.119,9848,17136,57165,2130763084,0x695F8610
1695711130.583510,10.1.6.3,103.242.182.119,9848,17136,57166,2130763244,0x695F8610
1695711130.602750,10.1.6.3,103.242.182.119,9848,17136,57167,2130763404,0x695F8610
1695711130.623130,10.1.6.3,103.242.182.119,9848,17136,57168,2130763564,0x695F8610
1695711130.643400,10.1.6.3,103.242.182.119,9848,17136,57169,2130763724,0x695F8610
1695711130.662880,10.1.6.3,103.242.182.119,9848,17136,57170,2130763884,0x695F8610
1695711130.683220,10.1.6.3,103.242.182.119,9848,17136,57171,2130764044,0x695F8610
1695711130.702690,10.1.6.3,103.242.182.119,9848,17136,57172,2130764204,0x695F8610
1695711130.722990,10.1.6.3,103.242.182.119,9848,17136,57173,2130764364,0x695F8610
1695711130.743480,10.1.6.3,103.242.182.119,9848,17136,57174,2130764524,0x695F8610
1695711130.762880,10.1.6.3,103.242.182.119,9848,17136,57175,2130764684,0x695F8610
1695711130.783260,10.1.6.3,103.242.182.119,9848,17136,57176,2130764844,0x695F8610
1695711130.803530,10.1.6.3,103.242.182.119,9848,17136,57177,2130765004,0x695F8610
1695711130.822880,10.1.6.3,103.242.182.119,9848,17136,57178,2130765164,0x695F8610
1695711130.843120,10.1.6.3,103.242.182.119,9848,17136,57179,2130765324,0x695F8610
1695711130.863440,10.1.6.3,103.242.182.119,9848,17136,57180,2130765484,0x695F8610
1695711130.882730,10.1.6.3,103.242.182.119,9848,17136,57181,2130765644,0x695F8610
1695711130.903110,10.1.6.3,103.242.182.119,9848,17136,57182,2130765804,0x695F8610
1695711130.923430,10.1.6.3,103.242.182.119,9848,17136,57183,2130765964,0x695F8610
1695711130.942830,10.1.6.3,103.242.182.119,9848,17136,57184,2130766124,0x695F8610
1695711130.963120,10.1.6.3,103.242.182.119,9848,17136,57185,2130766284,0x695F8610
1695711130.983540,10.1.6.3,103.242.182.119,9848,17136,57186,2130766444,0x695F8610
1695711131.002900,10.1.6.3,103.242.182.119,9848,17136,57187,2130766604,0x695F8610
1695711131.023310,10.1.6.3,103.242.182.119,9848,17136,57188,2130766764,0x695F8610
1695711131.042640,10.1.6.3,103.242.182.119,9848,17136,57189,2130766924,0x695F8610
1695711131.062980,10.1.6.3,103.242.182.119,9848,17136,57190,2130767084,0x695F8610
1695711131.083280,10.1.6.3,103.242.182.119,9848,17136,57191,2130767244,0x695F8610
1695711131.102700,10.1.6.3,103.242.182.119,9848,17136,57192,2130767404,0x695F8610
1695711131.122940,10.1.6.3,103.242.182.119,9848,17136,57193,2130767564,0x695F8610
1695711131.143340,10.1.6.3,103.242.182.119,9848,17136,57194,2130767724,0x695F8610
1695711131.162630,10.1.6.3,103.242.182.119,9848,17136,57195,2130767884,0x695F8610
1695711131.183010,10.1.6.3,103.242.182.119,9848,17136,57196,2130768044,0x695F8610
1695711131.203300,10.1.6.3,103.242.182.119,9848,17136,57197,2130768204,0x695F8610
1695711131.222740,10.1.6.3,103.242.182.119,9848,17136,57198,2130768364,0x695F8610
1695711131.243030,10.1.6.3,103.242.182.119,9848,17136,57199,2130768524,0x695F8610
1695711131.263480,10.1.6.3,103.242.182.119,9848,17136,57200,2130768684,0x695F8610
1695711131.282760,10.1.6.3,103.242.182.119,9848,17136,57201,2130768844,0x695F8610
1695711131.303140,10.1.6.3,103.242.182.119,9848,17136,57202,2130769004,0x695F8610
1695711131.323380,10.1.6.3,103.242.182.119,9848,17136,57203,2130769164,0x695F8610
1695711131.342770,10.1.6.3,103.242.182.119,9848,17136,57204,2130769324,0x695F8610
1695711131.363060,10.1.6.3,103.242.182.119,9848,17136,57205,2130769484,0x695F8610
1695711131.383490,10.1.6.3,103.242.182.119,9848,17136,57206,2130769644,0x695F8610
1695711131.402840,10.1.6.3,103.242.182.119,9848,17136,57207,2130769804,0x695F8610
1695711131.423240,10.1.6.3,103.242.182.119,9848,17136,57208,2130769964,0x695F8610
1695711131.443480,10.1.6.3,103.242.182.119,9848,17136,57209,2130770124,0x695F8610
1695711131.462860,10.1.6.3,103.242.182.119,9848,17136,57210,2130770284,0x695F8610
1695711131.483150,10.1.6.3,103.242.182.119,9848,17136,57211,2130770444,0x695F8610
1695711131.503660,10.1.6.3,103.242.182.119,9848,17136,57212,2130770604,0x695F8610
1695711131.522950,10.1.6.3,103.242.182.119,9848,17136,57213,2130770764,0x695F8610
1695711131.543340,10.1.6.3,103.242.182.119,9848,17136,57214,2130770924,0x695F8610
1695711131.562610,10.1.6.3,103.242.182.119,9848,17136,57215,2130771084,0x695F8610
1695711131.582980,10.1.6.3,103.242.182.119,9848,17136,57216,2130771244,0x695F8610
1695711131.603270,10.1.6.3,103.242.182.119,9848,17136,57217,2130771404,0x695F8610
1695711131.622630,10.1.6.3,103.242.182.119,9848,17136,57218,2130771564,0x695F8610
1695711131.642910,10.1.6.3,103.242.182.119,9848,17136,57219,2130771724,0x695F8610
1695711131.663280,10.1.6.3,103.242.182.119,9848,17136,57220,2130771884,0x695F8610
1695711131.683530,10.1.6.3,103.242.182.119,9848,17136,57221,2130772044,0x695F8610
1695711131.702920,10.1.6.3,103.242.182.119,9848,17136,57222,2130772204,0x695F8610
1695711131.723150,10.1.6.3,103.242.182.119,9848,17136,57223,2130772364,0x695F8610
1695711131.743540,10.1.6.3,103.242.182.119,9848,17136,57224,2130772524,0x695F8610
1695711131.762920,10.1.6.3,103.242.182.119,9848,17136,57225,2130772684,0x695F8610
1695711131.783300,10.1.6.3,103.242.182.119,9848,17136,57226,2130772844,0x695F8610
1695711131.803570,10.1.6.3,103.242.182.119,9848,17136,57227,2130773004,0x695F8610
1695711131.822930,10.1.6.3,103.242.182.119,9848,17136,57228,2130773164,0x695F8610
1695711131.843170,10.1.6.3,103.242.182.119,9848,17136,57229,2130773324,0x695F8610
1695711131.863500,10.1.6.3,103.242.182.119,9848,17136,57230,2130773484,0x695F8610
1695711131.882730,10.1.6.3,103.242.182.119,9848,17136,57231,2130773644,0x695F8610
1695711131.903100,10.1.6.3,103.242.182.119,9848,17136,57232,2130773804,0x695F8610
1695711131.923340,10.1.6.3,103.242.182.119,9848,17136,57233,2130773964,0x695F8610
1695711131.942680,10.1.6.3,103.242.182.119,9848,17136,57234,2130774124,0x695F8610
1695711131.962920,10.1.6.3,103.242.182.119,9848,17136,57235,2130774284,0x695F8610
1695711131.983360,10.1.6.3,103.242.182.119,9848,17136,57236,2130774444,0x695F8610
1695711132.002660,10.1.6.3,103.242.182.119,9848,17136,57237,2130774604,0x695F8610
1695711132.023230,10.1.6.3,103.242.182.119,9848,17136,57238,2130774764,0x695F8610
1695711132.043520,10.1.6.3,103.242.182.119,9848,17136,57239,2130774924,0x695F8610
1695711132.062860,10.1.6.3,103.242.182.119,9848,17136,57240,2130775084,0x695F8610
1695711132.083110,10.1.6.3,103.242.182.119,9848,17136,57241,2130775244,0x695F8610
1695711132.103540,10.1.6.3,103.242.182.119,9848,17136,57242,2130775404,0x695F8610
1695711132.122790,10.1.6.3,103.242.182.119,9848,17136,57243,2130775564,0x695F8610
1695711132.143170,10.1.6.3,103.242.182.119,9848,17136,57244,2130775724,0x695F8610
1695711132.163410,10.1.6.3,103.242.182.119,9848,17136,57245,2130775884,0x695F8610
1695711132.182730,10.1.6.3,103.242.182.119,9848,17136,57246,2130776044,0x695F8610
1695711132.203030,10.1.6.3,103.242.182.119,9848,17136,57247,2130776204,0x695F8610
1695711132.223420,10.1.6.3,103.242.182.119,9848,17136,57248,2130776364,0x695F8610
1695711132.242670,10.1.6.3,103.242.182.119,9848,17136,57249,2130776524,0x695F8610
1695711132.262990,10.1.6.3,103.242.182.119,9848,17136,57250,2130776684,0x695F8610
1695711132.283270,10.1.6.3,103.242.182.119,9848,17136,57251,2130776844,0x695F8610
1695711132.302750,10.1.6.3,103.242.182.119,9848,17136,57252,2130777004,0x695F8610
1695711132.323040,10.1.6.3,103.242.182.119,9848,17136,57253,2130777164,0x695F8610
1695711132.343450,10.1.6.3,103.242.182.119,9848,17136,57254,2130777324,0x695F8610
1695711132.362690,10.1.6.3,103.242.182.119,9848,17136,57255,2130777484,0x695F8610
1695711132.383050,10.1.6.3,103.242.182.119,9848,17136,57256,2130777644,0x695F8610
1695711132.403330,10.1.6.3,103.242.182.119,9848,17136,57257,2130777804,0x695F8610
1695711132.422640,10.1.6.3,103.242.182.119,9848,17136,57258,2130777964,0x695F8610
1695711132.442940,10.1.6.3,103.242.182.119,9848,17136,57259,2130778124,0x695F8610
1695711132.463350,10.1.6.3,103.242.182.119,9848,17136,57260,2130778284,0x695F8610
1695711132.482630,10.1.6.3,103.242.182.119,9848,17136,57261,2130778444,0x695F8610
1695711132.503050,10.1.6.3,103.242.182.119,9848,17136,57262,2130778604,0x695F8610
1695711132.523420,10.1.6.3,103.242.182.119,9848,17136,57263,2130778764,0x695F8610
1695711132.542930,10.1.6.3,103.242.182.119,9848,17136,57264,2130778924,0x695F8610
1695711132.563260,10.1.6.3,103.242.182.119,9848,17136,57265,2130779084,0x695F8610
1695711132.582660,10.1.6.3,103.242.182.119,9848,17136,57266,2130779244,0x695F8610
1695711132.602960,10.1.6.3,103.242.182.119,9848,17136,57267,2130779404,0x695F8610
1695711132.623340,10.1.6.3,103.242.182.119,9848,17136,57268,2130779564,0x695F8610
1695711132.642670,10.1.6.3,103.242.182.119,9848,17136,57269,2130779724,0x695F8610
1695711132.663070,10.1.6.3,103.242.182.119,9848,17136,57270,2130779884,0x695F8610
1695711132.683360,10.1.6.3,103.242.182.119,9848,17136,57271,2130780044,0x695F8610
1695711132.702870,10.1.6.3,103.242.182.119,9848,17136,57272,2130780204,0x695F8610
1695711132.723260,10.1.6.3,103.242.182.119,9848,17136,57273,2130780364,0x695F8610
1695711132.742740,10.1.6.3,103.242.182.119,9848,17136,57274,2130780524,0x695F8610
1695711132.763080,10.1.6.3,103.242.182.119,9848,17136,57275,2130780684,0x695F8610
1695711132.783510,10.1.6.3,103.242.182.119,9848,17136,57276,2130780844,0x695F8610
1695711132.802900,10.1.6.3,103.242.182.119,9848,17136,57277,2130781004,0x695F8610
1695711132.823360,10.1.6.3,103.242.182.119,9848,17136,57278,2130781164,0x695F8610
1695711132.842650,10.1.6.3,103.242.182.119,9848,17136,57279,2130781324,0x695F8610
1695711132.863020,10.1.6.3,103.242.182.119,9848,17136,57280,2130781484,0x695F8610
1695711132.883380,10.1.6.3,103.242.182.119,9848,17136,57281,2130781644,0x695F8610
1695711132.902770,10.1.6.3,103.242.182.119,9848,17136,57282,2130781804,0x695F8610
1695711132.923100,10.1.6.3,103.242.182.119,9848,17136,57283,2130781964,0x695F8610
1695711132.943460,10.1.6.3,103.242.182.119,9848,17136,57284,2130782124,0x695F8610
1695711132.962730,10.1.6.3,103.242.182.119,9848,17136,57285,2130782284,0x695F8610
1695711132.983160,10.1.6.3,103.242.182.119,9848,17136,57286,2130782444,0x695F8610
1695711133.003440,10.1.6.3,103.242.182.119,9848,17136,57287,2130782604,0x695F8610
1695711133.022940,10.1.6.3,103.242.182.119,9848,17136,57288,2130782764,0x695F8610
1695711133.043230,10.1.6.3,103.242.182.119,9848,17136,57289,2130782924,0x695F8610
1695711133.062690,10.1.6.3,103.242.182.119,9848,17136,57290,2130783084,0x695F8610
1695711133.083010,10.1.6.3,103.242.182.119,9848,17136,57291,2130783244,0x695F8610
1695711133.103380,10.1.6.3,103.242.182.119,9848,17136,57292,2130783404,0x695F8610
1695711133.122600,10.1.6.3,103.242.182.119,9848,17136,57293,2130783564,0x695F8610
1695711133.142950,10.1.6.3,103.242.182.119,9848,17136,57294,2130783724,0x695F8610
1695711133.163190,10.1.6.3,103.242.182.119,9848,17136,57295,2130783884,0x695F8610
1695711133.182650,10.1.6.3,103.242.182.119,9848,17136,57296,2130784044,0x695F8610
1695711133.202930,10.1.6.3,103.242.182.119,9848,17136,57297,2130784204,0x695F8610
1695711133.223360,10.1.6.3,103.242.182.119,9848,17136,57298,2130784364,0x695F8610
1695711133.242600,10.1.6.3,103.242.182.119,9848,17136,57299,2130784524,0x695F8610
1695711133.263030,10.1.6.3,103.242.182.119,9848,17136,57300,2130784684,0x695F8610
1695711133.283310,10.1.6.3,103.242.182.119,9848,17136,57301,2130784844,0x695F8610
1695711133.302790,10.1.6.3,103.242.182.119,9848,17136,57302,2130785004,0x695F8610
1695711133.323080,10.1.6.3,103.242.182.119,9848,17136,57303,2130785164,0x695F8610
1695711133.343550,10.1.6.3,103.242.182.119,9848,17136,57304,2130785324,0x695F8610
1695711133.362790,10.1.6.3,103.242.182.119,9848,17136,57305,2130785484,0x695F8610
1695711133.383230,10.1.6.3,103.242.182.119,9848,17136,57306,2130785644,0x695F8610
1695711133.402610,10.1.6.3,103.242.182.119,9848,17136,57307,2130785804,0x695F8610
1695711133.423010,10.1.6.3,103.242.182.119,9848,17136,57308,2130785964,0x695F8610
1695711133.443270,10.1.6.3,103.242.182.119,9848,17136,57309,2130786124,0x695F8610
1695711133.462700,10.1.6.3,103.242.182.119,9848,17136,57310,2130786284,0x695F8610
1695711133.483040,10.1.6.3,103.242.182.119,9848,17136,57311,2130786444,0x695F8610
1695711133.503410,10.1.6.3,103.242.182.119,9848,17136,57312,2130786604,0x695F8610
1695711133.522720,10.1.6.3,103.242.182.119,9848,17136,57313,2130786764,0x695F8610
1695711133.543110,10.1.6.3,103.242.182.119,9848,17136,57314,2130786924,0x695F8610
1695711133.563500,10.1.6.3,103.242.182.119,9848,17136,57315,2130787084,0x695F8610
1695711133.582930,10.1.6.3,103.242.182.119,9848,17136,57316,2130787244,0x695F8610
1695711133.603220,10.1.6.3,103.242.182.119,9848,17136,57317,2130787404,0x695F8610
1695711133.622620,10.1.6.3,103.242.182.119,9848,17136,57318,2130787564,0x695F8610
1695711133.642910,10.1.6.3,103.242.182.119,9848,17136,57319,2130787724,0x695F8610
1695711133.663360,10.1.6.3,103.242.182.119,9848,17136,57320,2130787884,0x695F8610
1695711133.682620,10.1.6.3,103.242.182.119,9848,17136,57321,2130788044,0x695F8610
1695711133.702970,10.1.6.3,103.242.182.119,9848,17136,57322,2130788204,0x695F8610
1695711133.723200,10.1.6.3,103.242.182.119,9848,17136,57323,2130788364,0x695F8610
1695711133.743580,10.1.6.3,103.242.182.119,9848,17136,57324,2130788524,0x695F8610
1695711133.762870,10.1.6.3,103.242.182.119,9848,17136,57325,2130788684,0x695F8610
1695711133.783240,10.1.6.3,103.242.182.119,9848,17136,57326,2130788844,0x695F8610
1695711133.803530,10.1.6.3,103.242.182.119,9848,17136,57327,2130789004,0x695F8610
1695711133.823090,10.1.6.3,103.242.182.119,9848,17136,57328,2130789164,0x695F8610
1695711133.843380,10.1.6.3,103.242.182.119,9848,17136,57329,2130789324,0x695F8610
1695711133.862800,10.1.6.3,103.242.182.119,9848,17136,57330,2130789484,0x695F8610
1695711133.883100,10.1.6.3,103.242.182.119,9848,17136,57331,2130789644,0x695F8610
1695711133.903530,10.1.6.3,103.242.182.119,9848,17136,57332,2130789804,0x695F8610
1695711133.922820,10.1.6.3,103.242.182.119,9848,17136,57333,2130789964,0x695F8610
1695711133.943200,10.1.6.3,103.242.182.119,9848,17136,57334,2130790124,0x695F8610
1695711133.963460,10.1.6.3,103.242.182.119,9848,17136,57335,2130790284,0x695F8610
1695711133.982810,10.1.6.3,103.242.182.119,9848,17136,57336,2130790444,0x695F8610
1695711134.003130,10.1.6.3,103.242.182.119,9848,17136,57337,2130790604,0x695F8610
1695711134.023500,10.1.6.3,103.242.182.119,9848,17136,57338,2130790764,0x695F8610
1695711134.042790,10.1.6.3,103.242.182.119,9848,17136,57339,2130790924,0x695F8610
1695711134.063350,10.1.6.3,103.242.182.119,9848,17136,57340,2130791084,0x695F8610
1695711134.082660,10.1.6.3,103.242.182.119,9848,17136,57341,2130791244,0x695F8610
1695711134.103090,10.1.6.3,103.242.182.119,9848,17136,57342,2130791404,0x695F8610
1695711134.123400,10.1.6.3,103.242.182.119,9848,17136,57343,2130791564,0x695F8610
1695711134.142790,10.1.6.3,103.242.182.119,9848,17136,57344,2130791724,0x695F8610
1695711134.163090,10.1.6.3,103.242.182.119,9848,17136,57345,2130791884,0x695F8610
1695711134.183530,10.1.6.3,103.242.182.119,9848,17136,57346,2130792044,0x695F8610
1695711134.202880,10.1.6.3,103.242.182.119,9848,17136,57347,2130792204,0x695F8610
1695711134.223280,10.1.6.3,103.242.182.119,9848,17136,57348,2130792364,0x695F8610
1695711134.243590,10.1.6.3,103.242.182.119,9848,17136,57349,2130792524,0x695F8610
1695711134.263080,10.1.6.3,103.242.182.119,9848,17136,57350,2130792684,0x695F8610
1695711134.283380,10.1.6.3,103.242.182.119,9848,17136,57351,2130792844,0x695F8610
1695711134.302780,10.1.6.3,103.242.182.119,9848,17136,57352,2130793004,0x695F8610
1695711134.323040,10.1.6.3,103.242.182.119,9848,17136,57353,2130793164,0x695F8610
1695711134.343560,10.1.6.3,103.242.182.119,9848,17136,57354,2130793324,0x695F8610
1695711134.362850,10.1.6.3,103.242.182.119,9848,17136,57355,2130793484,0x695F8610
1695711134.383280,10.1.6.3,103.242.182.119,9848,17136,57356,2130793644,0x695F8610
1695711134.403570,10.1.6.3,103.242.182.119,9848,17136,57357,2130793804,0x695F8610
1695711134.423000,10.1.6.3,103.242.182.119,9848,17136,57358,2130793964,0x695F8610
1695711134.443290,10.1.6.3,103.242.182.119,9848,17136,57359,2130794124,0x695F8610
1695711134.462690,10.1.6.3,103.242.182.119,9848,17136,57360,2130794284,0x695F8610
1695711134.482990,10.1.6.3,103.242.182.119,9848,17136,57361,2130794444,0x695F8610
1695711134.503370,10.1.6.3,103.242.182.119,9848,17136,57362,2130794604,0x695F8610
1695711134.522650,10.1.6.3,103.242.182.119,9848,17136,57363,2130794764,0x695F8610
1695711134.543020,10.1.6.3,103.242.182.119,9848,17136,57364,2130794924,0x695F8610
1695711134.563290,10.1.6.3,103.242.182.119,9848,17136,57365,2130795084,0x695F8610
1695711134.582800,10.1.6.3,103.242.182.119,9848,17136,57366,2130795244,0x695F8610
1695711134.603080,10.1.6.3,103.242.182.119,9848,17136,57367,2130795404,0x695F8610
1695711134.623430,10.1.6.3,103.242.182.119,9848,17136,57368,2130795564,0x695F8610
1695711134.642770,10.1.6.3,103.242.182.119,9848,17136,57369,2130795724,0x695F8610
1695711134.663290,10.1.6.3,103.242.182.119,9848,17136,57370,2130795884,0x695F8610
1695711134.683560,10.1.6.3,103.242.182.119,9848,17136,57371,2130796044,0x695F8610
1695711134.703020,10.1.6.3,103.242.182.119,9848,17136,57372,2130796204,0x695F8610
1695711134.723300,10.1.6.3,103.242.182.119,9848,17136,57373,2130796364,0x695F8610
1695711134.742670,10.1.6.3,103.242.182.119,9848,17136,57374,2130796524,0x695F8610
1695711134.762970,10.1.6.3,103.242.182.119,9848,17136,57375,2130796684,0x695F8610
1695711134.783420,10.1.6.3,103.242.182.119,9848,17136,57376,2130796844,0x695F8610
1695711134.802740,10.1.6.3,103.242.182.119,9848,17136,57377,2130797004,0x695F8610
1695711134.823210,10.1.6.3,103.242.182.119,9848,17136,57378,2130797164,0x695F8610
1695711134.843630,10.1.6.3,103.242.182.119,9848,17136,57379,2130797324,0x695F8610
1695711134.863020,10.1.6.3,103.242.182.119,9848,17136,57380,2130797484,0x695F8610
1695711134.883360,10.1.6.3,103.242.182.119,9848,17136,57381,2130797644,0x695F8610
1695711134.902750,10.1.6.3,103.242.182.119,9848,17136,57382,2130797804,0x695F8610
1695711134.923080,10.1.6.3,103.242.182.119,9848,17136,57383,2130797964,0x695F8610
1695711134.943430,10.1.6.3,103.242.182.119,9848,17136,57384,2130798124,0x695F8610
1695711134.962720,10.1.6.3,103.242.182.119,9848,17136,57385,2130798284,0x695F8610
1695711134.983080,10.1.6.3,103.242.182.119,9848,17136,57386,2130798444,0x695F8610
1695711135.003360,10.1.6.3,103.242.182.119,9848,17136,57387,2130798604,0x695F8610
1695711135.022780,10.1.6.3,103.242.182.119,9848,17136,57388,2130798764,0x695F8610
1695711135.043090,10.1.6.3,103.242.182.119,9848,17136,57389,2130798924,0x695F8610
1695711135.063570,10.1.6.3,103.242.182.119,9848,17136,57390,2130799084,0x695F8610
1695711135.082910,10.1.6.3,103.242.182.119,9848,17136,57391,2130799244,0x695F8610
1695711135.103510,10.1.6.3,103.242.182.119,9848,17136,57392,2130799404,0x695F8610
1695711135.122850,10.1.6.3,103.242.182.119,9848,17136,57393,2130799564,0x695F8610
1695711135.143180,10.1.6.3,103.242.182.119,9848,17136,57394,2130799724,0x695F8610
1695711135.163410,10.1.6.3,103.242.182.119,9848,17136,57395,2130799884,0x695F8610
1695711135.182740,10.1.6.3,103.242.182.119,9848,17136,57396,2130800044,0x695F8610
1695711135.203050,10.1.6.3,103.242.182.119,9848,17136,57397,2130800204,0x695F8610
1695711135.223430,10.1.6.3,103.242.182.119,9848,17136,57398,2130800364,0x695F8610
1695711135.242720,10.1.6.3,103.242.182.119,9848,17136,57399,2130800524,0x695F8610
1695711135.263050,10.1.6.3,103.242.182.119,9848,17136,57400,2130800684,0x695F8610
1695711135.283330,10.1.6.3,103.242.182.119,9848,17136,57401,2130800844,0x695F8610
1695711135.302750,10.1.6.3,103.242.182.119,9848,17136,57402,2130801004,0x695F8610
1695711135.323060,10.1.6.3,103.242.182.119,9848,17136,57403,2130801164,0x695F8610
1695711135.343410,10.1.6.3,103.242.182.119,9848,17136,57404,2130801324,0x695F8610
1695711135.362790,10.1.6.3,103.242.182.119,9848,17136,57405,2130801484,0x695F8610
1695711135.383160,10.1.6.3,103.242.182.119,9848,17136,57406,2130801644,0x695F8610
1695711135.403450,10.1.6.3,103.242.182.119,9848,17136,57407,2130801804,0x695F8610
1695711135.422910,10.1.6.3,103.242.182.119,9848,17136,57408,2130801964,0x695F8610
1695711135.443230,10.1.6.3,103.242.182.119,9848,17136,57409,2130802124,0x695F8610
1695711135.462570,10.1.6.3,103.242.182.119,9848,17136,57410,2130802284,0x695F8610
1695711135.482860,10.1.6.3,103.242.182.119,9848,17136,57411,2130802444,0x695F8610
1695711135.503270,10.1.6.3,103.242.182.119,9848,17136,57412,2130802604,0x695F8610
1695711135.523600,10.1.6.3,103.242.182.119,9848,17136,57413,2130802764,0x695F8610
1695711135.542980,10.1.6.3,103.242.182.119,9848,17136,57414,2130802924,0x695F8610
1695711135.563260,10.1.6.3,103.242.182.119,9848,17136,57415,2130803084,0x695F8610
1695711135.582700,10.1.6.3,103.242.182.119,9848,17136,57416,2130803244,0x695F8610
1695711135.602940,10.1.6.3,103.242.182.119,9848,17136,57417,2130803404,0x695F8610
1695711135.623340,10.1.6.3,103.242.182.119,9848,17136,57418,2130803564,0x695F8610
1695711135.642570,10.1.6.3,103.242.182.119,9848,17136,57419,2130803724,0x695F8610
1695711135.662880,10.1.6.3,103.242.182.119,9848,17136,57420,2130803884,0x695F8610
1695711135.683100,10.1.6.3,103.242.182.119,9848,17136,57421,2130804044,0x695F8610
1695711135.703470,10.1.6.3,103.242.182.119,9848,17136,57422,2130804204,0x695F8610
1695711135.722750,10.1.6.3,103.242.182.119,9848,17136,57423,2130804364,0x695F8610
1695711135.743200,10.1.6.3,103.242.182.119,9848,17136,57424,2130804524,0x695F8610
1695711135.763490,10.1.6.3,103.242.182.119,9848,17136,57425,2130804684,0x695F8610
1695711135.782810,10.1.6.3,103.242.182.119,9848,17136,57426,2130804844,0x695F8610
1695711135.803120,10.1.6.3,103.242.182.119,9848,17136,57427,2130805004,0x695F8610
1695711135.823440,10.1.6.3,103.242.182.119,9848,17136,57428,2130805164,0x695F8610
1695711135.842730,10.1.6.3,103.242.182.119,9848,17136,57429,2130805324,0x695F8610
1695711135.863100,10.1.6.3,103.242.182.119,9848,17136,57430,2130805484,0x695F8610
1695711135.883520,10.1.6.3,103.242.182.119,9848,17136,57431,2130805644,0x695F8610
1695711135.902850,10.1.6.3,103.242.182.119,9848,17136,57432,2130805804,0x695F8610
1695711135.923080,10.1.6.3,103.242.182.119,9848,17136,57433,2130805964,0x695F8610
1695711135.943430,10.1.6.3,103.242.182.119,9848,17136,57434,2130806124,0x695F8610
1695711135.962720,10.1.6.3,103.242.182.119,9848,17136,57435,2130806284,0x695F8610
1695711135.983090,10.1.6.3,103.242.182.119,9848,17136,57436,2130806444,0x695F8610
1695711136.003330,10.1.6.3,103.242.182.119,9848,17136,57437,2130806604,0x695F8610
1695711136.022700,10.1.6.3,103.242.182.119,9848,17136,57438,2130806764,0x695F8610
1695711136.043000,10.1.6.3,103.242.182.119,9848,17136,57439,2130806924,0x695F8610
1695711136.063410,10.1.6.3,103.242.182.119,9848,17136,57440,2130807084,0x695F8610
1695711136.082710,10.1.6.3,103.242.182.119,9848,17136,57441,2130807244,0x695F8610
1695711136.103040,10.1.6.3,103.242.182.119,9848,17136,57442,2130807404,0x695F8610
1695711136.123420,10.1.6.3,103.242.182.119,9848,17136,57443,2130807564,0x695F8610
1695711136.142770,10.1.6.3,103.242.182.119,9848,17136,57444,2130807724,0x695F8610
1695711136.163060,10.1.6.3,103.242.182.119,9848,17136,57445,2130807884,0x695F8610
1695711136.183420,10.1.6.3,103.242.182.119,9848,17136,57446,2130808044,0x695F8610
1695711136.202670,10.1.6.3,103.242.182.119,9848,17136,57447,2130808204,0x695F8610
1695711136.223060,10.1.6.3,103.242.182.119,9848,17136,57448,2130808364,0x695F8610
1695711136.243370,10.1.6.3,103.242.182.119,9848,17136,57449,2130808524,0x695F8610
1695711136.262750,10.1.6.3,103.242.182.119,9848,17136,57450,2130808684,0x695F8610
1695711136.283050,10.1.6.3,103.242.182.119,9848,17136,57451,2130808844,0x695F8610
1695711136.303440,10.1.6.3,103.242.182.119,9848,17136,57452,2130809004,0x695F8610
1695711136.322680,10.1.6.3,103.242.182.119,9848,17136,57453,2130809164,0x695F8610
1695711136.343110,10.1.6.3,103.242.182.119,9848,17136,57454,2130809324,0x695F8610
1695711136.363400,10.1.6.3,103.242.182.119,9848,17136,57455,2130809484,0x695F8610
1695711136.382900,10.1.6.3,103.242.182.119,9848,17136,57456,2130809644,0x695F8610
1695711136.403160,10.1.6.3,103.242.182.119,9848,17136,57457,2130809804,0x695F8610
1695711136.423530,10.1.6.3,103.242.182.119,9848,17136,57458,2130809964,0x695F8610
1695711136.442820,10.1.6.3,103.242.182.119,9848,17136,57459,2130810124,0x695F8610
1695711136.463220,10.1.6.3,103.242.182.119,9848,17136,57460,2130810284,0x695F8610
1695711136.483520,10.1.6.3,103.242.182.119,9848,17136,57461,2130810444,0x695F8610
1695711136.502870,10.1.6.3,103.242.182.119,9848,17136,57462,2130810604,0x695F8610
1695711136.523200,10.1.6.3,103.242.182.119,9848,17136,57463,2130810764,0x695F8610
1695711136.542630,10.1.6.3,103.242.182.119,9848,17136,57464,2130810924,0x695F8610
1695711136.562910,10.1.6.3,103.242.182.119,9848,17136,57465,2130811084,0x695F8610
1695711136.583300,10.1.6.3,103.242.182.119,9848,17136,57466,2130811244,0x695F8610
1695711136.603590,10.1.6.3,103.242.182.119,9848,17136,57467,2130811404,0x695F8610
